V1,V10,V56,V59,Class
0.007542929,0.811342047,4,4,4
0.004058997,0.795876489,4,4,4
0.006244242,0.761895979,4,4,4
0.009117168,0.800350844,4,4,4
0.013403795,0.705114701,4,4,4
0.031046294,0.70943604,4,4,4
0.019291017,0.69902138,2,2,2
0.017632915,0.726323829,2,2,2
0.00629456,0.695633166,2,2,2
0.004673597,0.823904398,2,2,2
0.018004311,0.878185502,1,2,2
0.009018928,0.840288053,2,4,4
0.004622081,0.835891572,2,4,4
0.004734698,0.77308665,2,4,4
0.000611006,0.747766579,4,4,4
0.00186896,0.641876688,4,4,4
0.001126168,0.609963263,4,4,4
0.000726019,0.554018108,2,2,4
0.004792204,0.722629582,2,2,2
0.018727934,0.778873938,2,2,2
0.044367254,0.810264103,2,2,2
0.036037374,0.78825164,1,1,2
0.000258779,0.63999541,2,2,2
0.000202471,0.629879951,4,4,4
0.000155747,0.647602497,4,4,4
0,0.638062215,4,4,4
0.000105428,0.638502136,4,4,4
0,0.658179737,4,4,4
0,0.611470198,4,4,4
0,0.578247938,2,2,4
0.001919278,0.38822377,2,1,1
0.001535901,0.444861595,2,2,2
0.000138974,0.486788014,2,2,2
0,0.419460919,3,3,3
0.019053803,0.877719623,4,4,4
0.109317119,0.866731152,4,4,4
0.134591353,0.760968319,4,4,4
0.210380566,0.778209958,4,4,4
0.151759518,0.804448124,4,4,4
0.309461687,0.853045772,4,4,4
0.15519871,0.868619262,4,4,4
0.072597698,0.781781245,2,2,4
0,0.322120803,1,1,1
0,0.358451204,2,2,2
0,0.397186143,2,2,2
0,0.432795181,2,2,2
2.16E-05,0.475203873,4,4,4
8.39E-05,0.470090129,4,4,4
0.000130588,0.504588435,4,4,4
0.000158742,0.484051484,4,4,4
0.001021938,0.487449262,4,4,4
0.00169644,0.49009972,4,4,4
0.001256156,0.568704924,4,4,4
0.007214064,0.523046004,4,4,4
0.001254359,0.56884701,2,2,4
0,0.390846903,1,1,1
0,0.407984709,2,2,2
0,0.451025959,2,2,2
0,0.49205614,2,4,2
0,0.485162217,4,4,4
0.000119805,0.519250658,4,4,4
0.000179708,0.538044317,4,4,4
0.000107825,0.559931088,4,4,4
7.19E-05,0.568068267,4,4,4
0,0.557070233,4,4,4
0,0.527402866,4,4,4
0,0.502996793,2,2,4
0.000138337,0.475530399,1,1,1
0,0.527074974,2,2,2
0,0.576346166,2,2,2
0,0.617135893,2,2,2
0,0.520265756,4,4,4
0,0.542271388,4,4,4
0,0.561013131,4,4,4
0,0.566292187,4,4,4
0,0.568346975,4,4,4
0,0.566801785,4,4,4
0,0.556814751,4,4,4
0,0.535261336,2,2,4
0,0.573963486,2,1,2
0,0.625704796,2,2,2
0,0.678823251,2,2,2
0,0.723394663,2,2,2
0,0.659151116,4,4,4
0,0.68939366,4,4,4
0,0.703376875,4,4,4
0,0.705230829,4,4,4
0,0.69275455,4,4,4
0,0.672400673,4,4,4
0,0.64796591,4,4,4
0,0.617221965,2,2,4
0.002249341,0.603298864,2,1,2
0.001001271,0.683850924,2,2,2
0.000244028,0.66625407,2,2,2
0.000162111,0.71401696,2,2,2
0,0.764321012,4,2,4
0,0.80807406,4,4,4
0,0.83935766,4,4,4
2.22E-05,0.848011269,4,4,4
0.001360986,0.828814576,4,4,4
0.012223714,0.83122458,4,4,4
0.010929819,0.802816863,4,4,4
0.003549825,0.810388429,2,2,4
0,0.644569499,2,1,2
0,0.683217,2,2,2
0,0.73178869,2,2,2
0.000114713,0.778611625,2,2,2
0,0.736424259,4,4,2
7.19E-06,0.75470832,4,4,4
1.50E-05,0.770982678,4,4,4
0.000128192,0.788735281,4,4,4
0.000548707,0.79673174,4,4,4
0.001468811,0.801210193,4,4,4
0.003651659,0.77914035,4,4,4
0.003458773,0.776116915,2,2,4
0,0.605091338,2,2,2
0,0.642580289,2,2,2
0,0.692791437,2,2,2
0,0.748183275,2,2,2
0.00154908,0.811056508,4,4,4
0.010718962,0.849803743,4,4,2
0.012541198,0.867729856,4,4,3
0.009791671,0.94335671,2,2,4
0.007152365,0.937662324,2,2,4
0.008472617,0.889113859,2,2,2
0.00408176,0.838972387,4,4,4
0.000404941,0.846567179,2,2,4
0,0.653050964,2,1,2
0,0.703130956,2,2,2
0,0.753735574,2,2,2
0,0.805302009,2,2,2
0,0.780671877,4,4,2
9.58E-05,0.810973169,4,4,4
0.000761361,0.824933158,4,4,4
0.001374763,0.837916303,4,4,4
0.001438859,0.840110445,4,4,4
0.003344958,0.875768667,4,4,4
0.006901972,0.925440161,4,4,4
0.005406804,0.906377357,2,2,4
9.76E-05,0.541371052,2,1,1
0,0.595320166,2,2,2
0,0.644897391,2,2,2
0,0.695392712,2,2,2
0,0.813743854,4,4,2
0,0.851511513,4,4,4
0,0.87827294,4,4,4
0,0.888919857,4,4,4
0,0.886785828,4,4,4
0.001944437,0.871007407,4,4,4
0.000407337,0.865781633,4,4,4
0.000364208,0.818473691,2,4,4
0.00047922,0.717077283,2,2,2
0.00065174,0.688463267,1,2,4
0.001207635,0.653138402,1,1,4
0.000833843,0.62080828,1,1,1
0,0.729847298,4,4,2
0,0.770161582,4,4,4
0,0.792305202,4,4,4
0,0.802408365,4,4,4
0,0.799581665,4,4,4
0,0.78095605,4,4,4
0,0.754579896,4,4,4
0,0.728609507,2,2,4
0.011253293,0.350428786,2,2,2
0.017164477,0.58489321,2,2,2
0.009187853,0.682801671,2,2,4
0.004473523,0.664811346,1,2,4
0.005865658,0.704058616,1,2,2
0.002031895,0.689727017,1,2,2
0.001471207,0.652392448,2,2,2
0.002405686,0.679351977,2,2,2
0.001523921,0.674280585,4,4,4
0.00084822,0.667771935,4,4,4
0.000527143,0.556945907,4,4,4
0.00023961,0.489714447,2,4,4
0.001159713,0.385294604,1,2,2
0.000803892,0.410454827,1,2,2
0,0.469934381,2,2,2
0,0.476645231,4,4,3
0.003586965,0.624047577,1,2,2
0.001689252,0.628129829,2,2,2
0.000692473,0.651634199,2,4,2
5.63E-05,0.526573573,4,4,4
4.91E-05,0.475259888,4,4,4
7.19E-05,0.457605653,4,4,4
7.19E-05,0.435187424,4,4,4
0,0.408773015,2,2,4
0,0.460316224,2,1,1
0,0.509784151,2,2,2
0,0.558486999,2,2,2
0,0.6050039,2,2,2
0,0.51866865,4,4,4
0,0.558011555,4,4,4
0,0.58092572,4,4,4
0,0.598403714,4,4,4
7.19E-06,0.614943118,4,4,4
0.000202471,0.616668648,4,4,4
0.000551104,0.608163957,4,4,4
0.000119506,0.578961102,2,2,4
0,0.559798565,2,1,2
0,0.622578896,2,2,2
0,0.673161655,2,2,2
0,0.719066493,2,2,2
0,0.666984995,4,4,4
0,0.695387247,4,4,4
0,0.708870427,4,4,4
1.32E-05,0.715716532,4,4,4
9.05E-05,0.711832382,4,4,4
0.000307899,0.697237102,4,4,4
0.000452863,0.680082902,4,4,4
0.000226432,0.635653577,2,2,4
0,0.571799401,2,1,2
0,0.627103801,2,2,2
0,0.67373,2,2,2
0,0.703087237,2,2,2
0,0.751369289,4,4,2
1.32E-05,0.779413593,4,4,4
0.000744589,0.793323032,4,4,4
0.001024334,0.841938441,4,4,4
0.000149756,0.800561241,4,4,4
0.000133583,0.781353619,4,4,4
0.0001845,0.765315616,4,4,4
0.000667015,0.702507962,2,2,4
0,0.473737925,2,1,2
0,0.519861356,2,2,2
0,0.576433604,2,2,2
0,0.634536013,2,2,2
0,0.710306319,4,4,4
0,0.722242943,4,4,4
0,0.723830486,4,4,4
0,0.724800498,4,4,4
0,0.723572271,4,4,4
0,0.71135284,4,4,4
0,0.692820128,4,4,4
0,0.658069073,2,2,4
0.006582092,0.755396892,1,2,2
0.000843428,0.700617119,1,2,2
0.000126993,0.679610191,1,1,1
0,0.668970106,4,4,4
0,0.720087055,4,4,4
0,0.759286508,4,4,4
0,0.784597014,4,4,4
0,0.794924237,4,4,4
0,0.785315644,4,4,4
0,0.763036769,4,4,4
0,0.704407001,2,2,4
0.01216501,0.835730359,2,2,2
0.005350496,0.88342767,2,2,2
0.000474428,0.801870076,1,2,2
2.63E-05,0.750631533,1,2,1
0,0.719798784,4,4,2
0,0.712619322,4,4,4
0,0.733831182,4,4,4
0,0.761365887,4,4,4
0,0.78030983,4,4,4
0,0.769258514,4,4,4
0,0.724743117,4,4,4
0,0.669471507,2,2,4
0.003607931,0.685009475,2,2,2
0.002846569,0.700813854,2,2,2
0.000431897,0.752577024,2,2,2
7.67E-05,0.73100175,2,2,2
6.95E-05,0.727716002,2,2,2
0,0.778684034,4,4,4
0,0.806818508,4,4,4
0,0.818518777,4,4,4
0.0001845,0.837700441,4,4,4
0.000728415,0.827569954,4,4,4
0.001486781,0.832944645,4,4,4
0.000773941,0.853112717,4,4,4
0.000275552,0.804408504,4,2,4
0.008425696,0.86054083,2,2,2
0.031216417,0.787136809,4,2,2
0.055366505,0.827117736,4,4,2
0.032064712,0.887449809,4,4,4
5.63E-05,0.867728489,4,4,2
7.67E-05,0.869131593,4,4,4
0.000192053,0.906534472,4,4,4
0.003905645,0.929935009,4,4,4
0.026113281,0.883819775,4,4,4
0.008726604,0.937738831,4,4,4
0.012277627,0.941087426,4,4,4
0.077461186,0.930185027,2,2,4
0.332336056,0.862945369,2,2,2
0.35568008,0.884411346,2,2,4
0.22114818,0.895647101,1,2,1
0.023560871,0.830205383,4,4,4
0.037633178,0.871589414,4,4,4
0.037623594,0.877298828,4,4,4
0.062701198,0.879031189,4,4,4
0.057256056,0.878465576,4,4,4
0.023113998,0.907456667,4,4,4
0.000426782,0.925933365,4,4,4
0.001936051,0.824486405,2,2,4
0.088694524,0.797913516,2,2,2
0.07169506,0.9209822,2,2,2
0.064161322,0.911451481,4,4,3
0.195920183,0.908380229,2,2,2
0.211935467,0.90367225,2,2,4
0.011442676,0.925795377,2,2,4
0.077774757,1,2,2,2
0.149979008,0.880781311,2,4,4
0.152626513,0.895403915,2,2,4
0.144831544,0.920625617,2,4,4
0.135481505,0.926643796,2,2,4
0,0.384201631,2,2,1
0,0.394541149,2,2,2
0,0.439680907,2,2,2
1.32E-05,0.477497749,4,4,4
0.053691854,0.767289798,4,4,4
0.055215737,0.826128596,4,4,4
0.089441415,0.790154779,2,4,2
0.09466138,0.812735587,4,4,4
0.026617436,0.803964484,2,2,2
0.058361969,0.751615208,4,4,2
0.113728586,0.826646392,4,4,4
0.034101324,0.809613785,2,2,4
0.002386518,0.56353653,2,2,2
0.000587045,0.614337884,2,2,2
0.001495168,0.583013297,2,2,2
0.003319799,0.629748794,2,2,4
0.000882964,0.559592267,2,2,2
0.001545486,0.624233383,4,4,4
0.001700034,0.60798225,4,4,4
0.001743164,0.632336406,4,4,4
0.00107585,0.663942433,4,4,4
7.19E-05,0.562302838,4,4,4
0,0.549568344,4,4,4
0,0.531963293,2,2,4
0.005103697,0.648526058,2,2,2
0.011745692,0.721055702,4,2,2
0.03573307,0.779835754,4,4,2
0.035689397,0.839140432,2,2,4
0.004469928,0.63176806,2,2,2
0.01737773,0.701166338,4,4,4
0.01398639,0.827135497,4,4,4
0.01222012,0.917503815,4,4,4
0.001938446,0.830343371,2,4,4
0.000404941,0.7470985,4,4,4
0.000161138,0.639017199,4,4,4
4.85E-05,0.621368429,2,2,4
0.00019049,0.287626597,2,2,1
0.004768842,0.382780767,4,2,2
0.011309601,0.54222357,4,4,2
0.012647825,0.663565358,4,4,4
0.006991973,0.844542448,4,4,4
0.017272332,0.85330672,4,4,4
0.05330698,0.866512558,4,2,4
0.016140143,0.872163225,2,4,4
0.092136282,0.905187383,2,2,4
0.011598141,0.866852745,4,2,2
0.070786432,0.851724642,4,4,4
0.056677397,0.86597017,2,2,4
0,0.253197969,1,2,2
0,0.293659804,2,2,2
0,0.329509296,2,2,2
0,0.369905553,4,4,4
0.014180132,0.66906984,4,4,4
0.009746145,0.710699789,4,4,4
0.003826875,0.685551862,4,4,4
0.000585697,0.589265099,4,4,4
7.35E-06,0.387128065,4,4,4
0,0.35103402,4,4,4
0,0.324110013,4,4,4
0,0.298676547,2,2,4
0.025147091,0.708420942,2,2,2
0.025463376,0.807356797,2,2,2
0.012184179,0.826330796,2,2,2
0,0.405159376,4,4,4
0,0.416657445,4,4,4
0,0.437729951,4,4,4
0,0.456598752,4,4,4
0,0.470157074,4,4,4
0,0.473788474,4,4,4
0,0.467984791,4,4,4
0,0.45149867,2,2,4
0.006941508,0.460840851,2,2,2
0.014467664,0.652854229,2,2,2
0.004020659,0.702693767,1,2,2
0.000369,0.573307703,2,2,2
0.000409733,0.602081566,2,2,2
0.001238785,0.570169506,4,4,4
0.003884082,0.656097624,4,4,4
0.005237879,0.636780705,4,4,4
0.013494847,0.724032685,4,4,4
0.002622234,0.726718665,4,4,4
0.000279146,0.645967137,4,4,4
0.000745188,0.568322383,2,2,4
0.000241258,0.461562213,2,2,2
2.58E-05,0.512757036,2,2,2
0,0.539775312,2,2,2
0,0.579646943,4,4,4
0.000626581,0.687730976,2,2,2
0.000179708,0.526994367,4,4,4
4.07E-05,0.523084259,4,4,4
0,0.523555603,4,4,4
0,0.518614002,4,4,4
0,0.510591585,4,4,4
0,0.500691988,4,4,4
0,0.487921972,2,2,4
0.000613402,0.478765597,2,2,2
0.000234968,0.535665736,2,2,2
0,0.553503044,2,2,2
0,0.588019111,2,2,2
0,0.625125521,4,4,4
7.37E-05,0.646815557,4,4,4
0.002653683,0.658689335,4,4,4
0.005814142,0.673989581,4,4,4
0.013095296,0.672926665,4,4,4
0.019790605,0.745045078,4,4,4
0.028658578,0.668945514,4,4,4
0.016149728,0.693403502,2,2,4
0.005297781,0.728837665,2,2,2
0.009047325,0.734368105,2,2,2
0.030431357,0.786896355,1,1,1
0.000197678,0.636051145,4,4,2
0.000600823,0.657719322,4,4,4
0.000814675,0.652635634,4,4,4
0.001509509,0.658071806,4,4,4
0.001550079,0.648155814,4,4,4
0.000575981,0.656353106,4,4,4
0.000112617,0.672037259,4,4,4
0.000383376,0.577829876,2,2,4
0.049187182,0.803837426,2,2,2
0.051314921,0.834593667,2,2,2
0.044054732,0.846638222,2,2,2
0.003894251,0.802773144,2,2,2
0.004298489,0.827400543,4,4,4
0.04014229,0.803489041,2,2,2
0.00617645,0.823568309,4,4,4
0.090887295,0.816663456,4,4,4
0.025120734,0.774802616,4,4,4
0.032464637,0.793201439,4,4,4
0.031073063,0.791202666,2,2,4
0.015087923,0.650340392,2,2,2
0.006892805,0.697141468,2,2,2
0.009133994,0.67373,2,2,2
0.05429088,0.861967159,2,2,2
0.055057632,0.875876598,2,2,2
0.050536188,0.894357394,2,2,2
0.036526179,0.903557488,2,4,4
0.034273843,0.878440984,4,4,4
0.024962591,0.867918393,4,4,4
0.031470404,0.806142231,4,4,4
0.135878153,0.819882259,2,2,2
0.105123735,0.799837147,2,4,4
0.102348056,0.82657125,2,4,4
0.032164618,0.832284763,2,2,2
0.035644208,0.848314569,2,4,4
0.028505321,0.836244055,2,4,2
0.03231853,0.850863926,4,4,2
0.030598522,0.825026061,4,4,4
0.025081816,0.818169025,4,4,4
0.015915147,0.794317637,2,2,4
0.008065279,0.708530239,2,2,2
0.005614067,0.556694524,2,2,2
0.009697025,0.757189367,4,4,2
0.029649366,0.760971052,3,3,3
0.041629783,0.779842585,4,4,2
0.033658195,0.791441753,4,4,4
0.038832615,0.794385947,4,4,4
0.032736182,0.810135679,2,4,2
0.059538418,0.770781844,4,4,4
0.050802791,0.775641472,4,4,4
0.03866266,0.75393914,4,4,4
0.005121668,0.458807922,2,2,2
0.002343987,0.533698386,2,2,2
0.000896142,0.593462113,2,4,2
0.000560688,0.549655782,4,4,4
0.027662287,0.898913722,4,4,2
0.039415167,0.849744996,4,4,4
0.032112915,0.8799083,4,4,2
0.007436944,0.91242286,4,4,4
0.005501633,0.743117349,4,4,4
0.010455051,0.724144715,4,4,4
0.010514096,0.691322756,4,4,4
0.002426435,0.676965199,2,2,4
0.009723382,0.792995141,2,2,2
0.003116131,0.776709853,1,2,2
0.00070685,0.664002547,1,1,1
0.000748782,0.545163666,4,4,2
0.000809882,0.55998437,4,4,4
0.000759564,0.580366938,4,4,4
0.001109395,0.580716689,4,4,4
0.001175288,0.587586021,4,4,4
0.001210031,0.583461416,4,4,4
0.000351029,0.582063778,4,4,4
7.19E-05,0.543379388,2,2,4
0.004466334,0.583734659,2,2,2
0.009785681,0.708289785,2,2,2
0.031959209,0.771070116,4,4,4
0.018972336,0.747330757,2,2,1
0.000384574,0.775362765,2,2,2
0.000450467,0.620252231,4,4,4
0.000155747,0.593758582,4,4,4
0.00014137,0.601375233,4,4,4
0.000177311,0.599196119,4,4,4
1.44E-05,0.574057755,4,4,4
7.07E-05,0.552136829,2,2,4
0.011744282,0.635410391,2,2,2
0.011507771,0.661401272,1,2,2
0.009207643,0.684113237,2,2,1
0.003536646,0.873504848,4,4,3
0.012234455,0.873895586,2,2,2
0.03425035,0.725687172,2,2,1
0.020895058,0.829717645,4,4,4
0.009788001,0.813515696,4,4,4
0.016769553,0.802550451,4,4,4
0.020304831,0.768236585,4,4,4
0.007710656,0.628262351,2,2,2
0.00710564,0.703611864,2,2,2
0.01309949,0.826724266,4,2,2
0.02865738,0.822090064,4,4,4
0.014346945,0.72837725,2,2,4
0.030793823,0.72697688,2,2,2
0.030905747,0.898527083,4,4,2
0.018680977,0.807179189,4,4,4
0.010504503,0.839723806,4,4,4
0.012181113,0.70058433,4,4,4
0.018286739,0.708747467,4,4,4
0.040657995,0.736996703,4,4,4
0.027991264,0.824429025,2,2,2
0.018953167,0.738215368,4,2,2
0.013579908,0.878749749,4,4,4
0.00323953,0.832844911,2,2,1
0.00502223,0.715534826,4,4,4
0.001960012,0.717081381,4,4,4
0.001667687,0.705009502,4,4,4
0.001854583,0.714736956,4,4,4
0.000982402,0.62813666,4,4,4
0.000505577,0.590315719,4,4,4
0.000203669,0.564966958,2,2,4
0.006372433,0.678211187,1,2,2
0.001964804,0.601418952,2,2,4
0.035686832,0.667914021,2,2,2
0.0117207,0.756209791,2,2,4
0.00339286,0.74980224,2,2,2
0.057594412,0.702300297,4,4,2
0.052470217,0.664039434,3,3,3
0.048779508,0.672861087,4,4,4
0.022288541,0.711259937,2,4,4
9.64E-05,0.489826477,2,2,2
0,0.534856937,2,2,2
0,0.573635595,2,2,2
0,0.611146405,4,4,4
0.002518303,0.670927893,2,2,2
0.000842211,0.69682997,2,2,2
0.002175661,0.687424943,4,4,4
0.004875687,0.667547875,4,4,4
0.008165916,0.682240156,4,4,4
0.016973987,0.663203311,4,4,4
0.028508822,0.614750481,4,4,4
0.018112734,0.724106461,4,4,4
0,0.500690622,2,2,2
0,0.570553413,2,2,2
0,0.607889347,2,2,2
5.03E-05,0.649400436,2,2,2
0.002140917,0.658093665,4,4,2
0.022530547,0.684930234,4,4,4
0.028149407,0.737996773,4,4,4
0.016409705,0.776522681,4,4,4
0.004775854,0.790627489,4,4,4
0.000156033,0.668531551,4,4,4
0.001569698,0.656471967,4,4,4
0.003822088,0.674418573,2,2,4
0.00323004,0.753101651,2,2,2
0.000824056,0.763200715,2,2,2
0.000115013,0.70193825,4,4,4
0.000668512,0.718267257,4,4,4
0.007173929,0.723055842,4,4,4
0.01117542,0.721794825,4,4,4
0.010231356,0.785859397,2,2,2
0.018172038,0.723326352,4,4,4
0.036274589,0.744627016,4,4,4
0.016679266,0.744510888,2,2,4
0.021857243,0.713951382,2,2,2
0.024842786,0.772010072,2,2,2
0.033760479,0.848824167,2,2,2
0.001523966,0.766125782,2,2,2
0.003416429,0.809680729,2,4,2
0.019133323,0.733260104,4,4,2
0.021673417,0.762435634,4,4,4
0.015206082,0.777423017,4,4,4
0.020258069,0.778791965,4,4,4
0.028946653,0.74187136,4,4,4
0.056068787,0.6311437,4,4,4
0.006101374,0.642470992,2,2,2
0.002098386,0.724837386,2,2,2
0.001163308,0.644656937,2,2,2
0.003472551,0.65399092,4,4,3
0.028309477,0.887467569,2,2,2
0.032821656,0.899542181,2,2,2
0.033954076,0.866940183,2,2,2
0.019355712,0.805452292,2,2,2
0.018730329,0.78541811,4,4,4
0.014918131,0.700507822,4,4,4
0.015811877,0.634810622,4,4,4
0.009377145,0.675896818,4,4,4
0,0.548256778,2,2,2
0,0.523140273,2,2,2
0.002139719,0.665991756,2,2,1
0.004811373,0.732531911,4,2,2
0.004992279,0.727573916,4,4,4
0.021768587,0.789772238,4,4,4
0.024562442,0.719944969,4,4,4
0.016680807,0.797115646,2,4,2
0.020433958,0.765838877,4,4,4
0.015335053,0.810816054,4,4,4
0.02026024,0.72064857,4,4,4
0.0113719,0.685730837,4,4,4
0.001617369,0.472535655,2,2,2
0.00672466,0.506614532,2,2,2
0.040377838,0.636765676,4,4,2
0.02718374,0.750522236,4,4,2
0.022616807,0.71897359,4,4,4
0.007638773,0.727455055,4,4,4
0.039411086,0.730908847,4,4,2
0.031216417,0.780154082,4,4,4
0.025770077,0.809818717,4,4,4
0.010188226,0.781935627,4,4,4
0.001902505,0.716018466,2,2,4
0,0.310141827,2,2,2
0,0.345707146,2,2,2
0,0.384835555,4,4,4
0.004780224,0.466487419,4,4,4
0.029655956,0.511367595,4,4,2
0.001701232,0.585920604,4,4,2
0.009354382,0.593490803,4,4,4
0.024470192,0.513269367,4,4,4
0.008899123,0.551650457,4,4,4
0.004945554,0.4675558,4,4,4
0.007726231,0.459388564,4,4,4
7.19E-05,0.425581563,2,2,2
0,0.492515189,2,2,2
0,0.53592805,2,2,2
0,0.552300775,2,2,4
0.000210857,0.422686553,2,2,2
0.002340992,0.506814,4,4,4
0.00221879,0.511147635,4,4,4
0.001971992,0.596616704,4,4,4
0.000354623,0.557322983,4,4,4
0.000730811,0.524205922,4,4,4
8.39E-05,0.47545799,4,4,4
0.013657782,0.594292772,2,2,2
0.006828891,0.662494245,2,2,2
0.000857804,0.73100175,2,2,2
0.000392961,0.601047341,4,2,2
0.00211456,0.668549311,4,4,2
0.001134554,0.656783464,4,4,4
0.001626075,0.676691955,4,4,4
0.001620927,0.629915472,4,4,4
0,0.610650469,4,4,4
0.000192886,0.596687747,4,4,4
0,0.554341901,2,2,4
0.015537524,0.738149789,2,2,2
0.012535208,0.814810868,2,2,2
0.00558172,0.87356906,2,2,2
0.000517558,0.592631454,4,2,2
0.007913127,0.614638451,4,4,4
0.008997363,0.635022386,2,4,2
0.009150714,0.62121268,4,4,4
0.008005377,0.605588641,4,4,4
0.01250286,0.599864198,4,4,4
0.008180292,0.600140174,4,4,4
0.000225234,0.540350489,2,2,4
8.15E-05,0.565110411,2,2,2
0,0.566400118,2,2,2
0.000758366,0.59949532,2,4,4
0.002817217,0.612609622,2,2,2
0.002872926,0.635930919,4,4,4
0.001926466,0.601476332,4,4,4
0.001493969,0.613712158,2,4,4
0.000703224,0.635225952,2,4,4
0.001388541,0.609500115,4,4,4
0.00072542,0.533862332,2,2,4
0.00015335,0.568389328,2,2,2
0.000174916,0.593156081,2,2,2
0.005702723,0.628918135,4,4,4
0.006215489,0.6517312,2,4,4
0.012344718,0.672985413,1,2,2
0.01007715,0.748673747,4,4,2
0.006696979,0.755532148,4,4,4
0.018594438,0.689828116,4,4,4
0.008718459,0.706001375,4,4,4
0.015498713,0.6336671,4,4,4
0.024737544,0.63120518,2,2,4
0.015671705,0.634120683,2,2,2
0.011543221,0.754762968,2,2,2
0.003280264,0.768599998,2,2,2
0.0181337,0.655909086,4,4,4
0.019844517,0.703162379,4,4,4
0.019279037,0.799230547,4,4,4
0.009701817,0.779695033,4,4,4
0.020994646,0.709543971,4,4,4
0.000824259,0.634831115,4,4,4
0.000503181,0.58253922,4,4,4
0.005997263,0.665510849,2,2,2
0.034530619,0.660330159,4,4,4
0.023512444,0.646668006,1,2,1
0.001184873,0.648327957,4,4,4
6.11E-05,0.658493966,4,4,4
0,0.640727701,4,4,4
0,0.619789084,4,4,4
0,0.583300203,4,4,4
0,0.541137429,4,4,4
0,0.521630606,4,4,4
0,0.488152863,2,2,4
0.05936764,0.718454428,2,2,2
0.053013289,0.664308579,4,4,4
0.075346308,0.68288501,2,2,2
0.086357538,0.717998112,2,2,4
0.213884958,0.677349105,2,2,2
0.305570286,0.723396029,2,2,4
0.075833933,0.730718943,4,2,2
0.043204995,0.708318476,4,4,4
0.012777101,0.640239962,4,4,4
0.176737009,0.816734499,2,2,2
0.395996593,0.842222614,2,2,2
0.205690289,0.817761893,2,2,2
0.050004253,0.753869464,2,2,2
0.055101174,0.834518525,4,4,4
0.067002182,0.852335341,2,2,2
0.068172846,0.872018406,4,4,4
0.056885128,0.807192851,4,4,4
0.041490678,0.852536174,4,4,4
0.028742816,0.806382685,4,4,4
0.348436364,0.796754965,2,2,2
0.16177762,0.810482698,2,2,2
0.192977508,0.827992114,2,2,4
0.068478162,0.84564635,2,4,4
0.05057694,0.870779249,2,2,2
0.078038591,0.831344807,2,4,4
0.150270733,0.837615736,2,4,4
0.173617958,0.85515111,4,2,4
0.04521014,0.809922549,4,4,4
0.093243449,0.785370292,4,4,4
0.043159114,0.85223424,2,2,2
0.029500471,0.873066293,2,2,2
0.037940703,0.819707384,2,2,2
0.107584831,0.879553084,4,4,2
0.151116763,0.878973808,4,4,4
0.168083094,0.859492943,4,4,2
0.271137513,0.848503106,4,4,4
0.215468089,0.854395593,4,4,4
0.116906211,0.854933882,4,4,4
0.069148565,0.841435674,2,2,4
0.003982322,0.782240293,2,2,2
0.010135512,0.640744095,2,2,2
0.024203026,0.743024446,4,4,3
0.032331803,0.83587791,2,2,2
0.023489831,0.812253313,2,4,4
0.006664409,0.822933019,2,2,2
0.004655764,0.822553211,2,2,4
0.007136962,0.832120817,2,2,4
0.008396446,0.775120944,2,4,4
0.0351648,0.736657882,2,2,4
0.013569126,0.804580647,2,2,2
0.010391894,0.812843518,1,2,2
0.005460716,0.781387774,2,2,2
0.021543353,0.723046278,2,2,2
0.02276896,0.769433389,4,4,2
0.026715339,0.752178089,4,4,4
0.026594655,0.755809489,4,4,4
0.010372809,0.790477205,4,4,4
0.018536245,0.765117515,4,4,4
0.016489974,0.732507319,2,2,4
0.007698676,0.69666056,2,2,1
0.003143686,0.616786142,2,2,2
0.001629349,0.658362809,4,4,4
0.002654881,0.751238133,2,2,2
0.005869092,0.693697238,4,4,2
0.049674995,0.631015276,4,4,3
0.154328139,0.727975583,4,4,4
0.218126527,0.652015373,4,2,4
0.01588832,0.725129756,4,4,4
0.004978069,0.622348005,2,2,4
0.000112317,0.524189527,2,2,2
1.29E-05,0.5694823,2,2,2
0,0.615518294,2,2,2
0.000371396,0.707657227,4,4,2
0.001065067,0.584282512,4,4,4
0.007175128,0.580525419,4,4,4
0.009351498,0.641300145,4,4,4
0.00649707,0.729460659,4,4,4
0.001501002,0.660149819,4,4,4
0.001363981,0.6033904,2,2,4
0,0.527883773,2,2,2
0,0.548366075,2,2,2
0,0.573897908,4,4,4
0.000342642,0.702744317,4,4,4
0.001966002,0.745954978,2,4,4
0.001066266,0.761637764,4,4,4
0.003431218,0.777244043,4,4,4
0.002085807,0.763185686,4,4,4
0.000742792,0.734579868,4,4,4
0.000988392,0.688933245,2,2,4
0.001202843,0.603801631,2,2,2
0.003527062,0.670472943,2,2,4
0.003340166,0.693753253,2,2,2
0,0.602241413,4,4,2
0,0.623282496,4,4,4
0.00019049,0.638126427,4,4,4
0.001059676,0.645003955,4,4,4
0.001428077,0.647991868,4,4,4
0.000687681,0.635321587,4,4,4
0.000261175,0.628230928,2,2,4
1,0.743111883,2,2,2
0.011498416,0.756865574,2,2,4
0.009450226,0.796371059,2,2,4
0.01458672,0.855763175,2,4,2
0.012621057,0.841468463,4,4,4
0.00032589,0.874860134,4,4,4
0.009052471,0.810475866,2,2,4
0.017862287,0.752947268,2,2,4
0.056605121,0.727110769,2,2,2
0.048686098,0.759550187,2,2,4
